11194,"Tunta Airport","Kabinda","Congo (Kinshasa)","KBN","FZWT",-6.132999897,24.4829998016,2766,1,"U",\N,"airport","OurAirports"
11195,"Ikela Airport","Ikela","Congo (Kinshasa)","IKL","FZGV",-1.048109,23.372501,1283,1,"U",\N,"airport","OurAirports"
11198,"Aripuanã Airport","Aripuana","Brazil","AIR","SWRP",-10.188278,-59.457273,623,-4,"S",\N,"airport","OurAirports"
